SampleID NMR4_ASSIGNED.Glutamate.2.1207 NMR4_ASSIGNED.Myo-inositol.3.2823 NMR4_ASSIGNED.Glucose_Erythritol_Taurine.3.7172 NMR4_ASSIGNED.Choline.3.2184 NMR4_ASSIGNED.1.5-AG.3.8798 NMR4_ASSIGNED.Ornithine.3.0541 NMR4_ASSIGNED.Taurine_Glucose_Glucuronate.3.4226 NMR4_ASSIGNED.Formate.8.454 NMR4_ASSIGNED.Proline.4.1263 NMR4_ASSIGNED.Glucose_Glucuronate.3.7323 NMR4_ASSIGNED.3-Hydroxybutyrate.4.1463 NMR4_ASSIGNED.2-oxoglutarate.3.0049 NMR4_ASSIGNED.Dimethylglycine.2.9121 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.4907 NMR4_ASSIGNED.Glucuronate.5.2436 NMR4_ASSIGNED.3-Hydroxyisobutyrate.1.0666 NMR4_ASSIGNED.3-Hydroxybutyrate.1.1966 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.5.233 NMR4_ASSIGNED.3-Hydroxybutyrate.2.3936 NMR4_ASSIGNED.Methionine.2.6412 NMR4_ASSIGNED.Acetone.2.2235 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.8283 NMR4_ASSIGNED.Glutamate.2.4459 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.7623 NMR4_ASSIGNED.Aspartate.3.7496 NMR4_ASSIGNED.Myo-inositol.3.6268 NMR4_ASSIGNED.TMA.2.897 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.8045 NMR4_ASSIGNED.2-Hydroxybutyrate.0.8947 NMR4_ASSIGNED.Glutamate.2.4304 NMR4_ASSIGNED.Valine.1.0309 NMR4_ASSIGNED.1.5-AG.3.9771 NMR4_ASSIGNED.2-Aminobutyrate.0.9758 NMR4_ASSIGNED.Citrate.2.6529 NMR4_ASSIGNED.GlycA.2.0292 NMR4_ASSIGNED.Glucose_Tauine_Erythritol.3.4003 NMR4_ASSIGNED.Glutamate.2.4648 NMR4_ASSIGNED.Tyrosine.6.8935 NMR4_ASSIGNED.Alanine.3.7829 NMR4_ASSIGNED.Glucose_Erythritol.3.7939 NMR4_ASSIGNED.Threonine.3.5732 NMR4_ASSIGNED.Threonine.4.2456 NMR4_ASSIGNED.Glucose.3.774 NMR4_ASSIGNED.Glucose_Taurine_Erythritol_Glucuronate.3.2442 NMR4_ASSIGNED.Leucine.0.9422 NMR4_ASSIGNED.Myo-inositol.3.2789 NMR4_ASSIGNED.Lactate.4.1071 NMR4_ASSIGNED.Pyruvate.2.3655 NMR4_ASSIGNED.Proline.3.3367 NMR4_ASSIGNED.Glucose_Taurine.3.4515 NMR4_ASSIGNED.Isoleucine.0.9318 NMR4_ASSIGNED.Creatinine.4.0462 NMR4_ASSIGNED.Creatine.3.9232 NMR4_ASSIGNED.Methionine.2.1344 NMR4_ASSIGNED.1.5-AG.3.589 NMR4_ASSIGNED.Dimethylamine.2.7216 NMR4_ASSIGNED.3-Hydroxybutyrate.2.3039 NMR4_ASSIGNED.Glucuronate.3.852 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.535 NMR4_ASSIGNED.MMA.2.5381 NMR4_ASSIGNED.1.5-AG.3.3445 NMR4_ASSIGNED.Valine.0.982 NMR4_ASSIGNED.Mannose.5.1804 NMR4_ASSIGNED.Alanine.1.474 NMR4_ASSIGNED.Creatinine.3.0393 NMR4_ASSIGNED.Myo-inositol.4.0665 NMR4_ASSIGNED.Lactate.1.3234 NMR4_ASSIGNED.Isoleucine.0.9999 NMR4_ASSIGNED.Sarcosine.2.7395 NMR4_ASSIGNED.2-Hydroxybutyrate.3.9902 NMR4_ASSIGNED.Acetate.1.9099 NMR4_ASSIGNED.Glutamine_2-oxoglutarate.2.4229 NMR4_ASSIGNED.Isobutyrate.1.0426 NMR4_ASSIGNED.Glucose_Erythritol_Glucuronate_Taurine.3.896 NMR4_ASSIGNED.Tyrosine.7.1895 NMR4_ASSIGNED.Aspartate.2.8207 NMR4_ASSIGNED.Glucose_Erythritol_Taurine.3.84 NMR4_ASSIGNED.2-Hydroxyisobutyrate.1.3502 NMR4_ASSIGNED.TMAO.3.2576 NMR4_ASSIGNED.1.5AG.3.272
x30MCx2480 22.35278 2.44762 467.3332 170.7664 7.1558 7.84793 23.7139 2.750614 7.794766 16.6384 2.50956 1.53276 1.07016 584.0265 3.235 7.835660000000001 42.44265 233.0006 5.323119999999999 4.14759 35.56211 141.4221 11.1363 158.0797 29.1534 5.6794199999999995 2.93608 42.1394 6.3693 12.23781 103.5687 15.72507 16.201729999999998 1.212734 236.83098 279.3424 8.88637 4.65116 32.7585 10.7063 4.55251 2.33783 20.2038 267.512 1.54376 3.1009 166.33424 52.35502 6.83737 296.08186 30.3778 22.2959 13.88344 20.53402 5.29868 1.166881 4.033597 8.075560000000001 148.031 0.5571020000000001 5.79215 86.4804 1.89036 198.4677 24.5011 4.45274 1130.5493 24.2332 1.91466 1.1808299999999998 27.41513 1.19177 4.23214 455.4969 4.88387 0.82229 58.7211 3.07999 131.2606 30.5422
x20MCx2346 17.623089999999998 1.5507799999999998 435.891 85.7633 4.3394 7.252160000000001 23.3375 2.136978 11.86016 16.4562 2.92729 2.321528 0.619254 524.9676 3.3671800000000003 6.445930000000001 57.4055 224.3921 5.9748790000000005 2.94636 34.6685 137.4706 11.34122 153.8601 23.9254 4.71985 1.211 38.9604 8.5002 12.04309 84.4684 7.7198 11.03054 1.114133 258.86234 251.1759 8.12122 4.74589 30.3958 10.57812 7.34634 2.56184 18.3648 247.666 1.4226299999999998 2.20657 196.70598 42.59447 7.945010000000001 253.52714 28.997 17.15139 28.66096 20.1488 2.83301 1.43766 6.6666 8.091619999999999 143.454 0.532988 3.0874 73.6529 2.2370099999999997 170.1535 19.2329 3.5926099999999996 1356.9139 21.98654 0.934198 2.07967 12.767175 1.42854 4.4073 415.5966 3.90061 0.48448 56.9898 3.07936 66.8939 15.46239
x10MCx3391 17.57605 2.03289 468.1662 108.4963 4.9803 13.19334 23.3714 2.551833 7.61667 18.6853 2.8724369999999997 1.350932 0.507181 589.8784 3.26238 4.97779 59.66619 239.03 6.45306 3.62794 43.6509 145.0859 11.13485 160.9983 33.6991 4.51072 4.73624 42.0406 6.23884 11.26202 90.55483 12.80352 10.55653 1.27069 193.03733 282.589 8.75826 5.91006 21.0281 11.4242 3.88378 1.93081 18.8815 274.251 1.76312 2.90673 89.42076999999999 21.65043 6.806310000000001 290.1935 35.168 17.255010000000002 23.44848 20.53097 3.6075 1.56316 7.302267 9.16105 154.203 1.02494 3.94642 75.9813 2.07139 128.2927 21.0901 4.221080000000001 616.0507 23.5838 2.03629 1.46472 22.5184 1.0655 4.4701 453.9483 4.66474 1.7046599999999998 59.34 1.39466 111.4391 21.10723
x30MCx3128 19.98498 2.82649 465.767 139.4569 5.05337 8.40138 25.9765 2.705967 11.9153 16.3139 5.25931 2.51088 0.70934 571.719 3.4579199999999997 8.47847 115.84694 234.7013 11.45989 3.2311099999999997 46.5925 143.5803 13.33954 161.4342 31.2274 5.75702 2.6377100000000002 42.573 4.93291 13.62034 80.60003 8.54846 14.08581 1.223764 207.20331 272.2578 8.31241 5.38915 24.754 11.02152 6.245019999999999 2.85695 19.2236 269.77299999999997 1.27481 3.5559800000000004 126.14383 54.40371999999999 10.04003 295.76684 37.1237 16.191879999999998 13.88111 18.18564 2.97195 1.2935299999999998 14.51469 7.53537 152.822 0.8773 2.05975 67.6077 2.2302299999999997 154.5039 20.5081 3.37822 874.6028 27.63276 1.54171 0.93091 19.04851 1.09582 3.28879 450.1815 3.80631 0.94635 61.3284 2.55697 207.076 13.50012
x30MCx2116 16.28746 10.241 411.0283 115.0143 5.3294 24.8855 23.0939 4.771818 9.61744 17.7147 3.870785 1.6996 0.885912 540.0861 3.47316 9.84531 108.83092 216.7228 14.42738 5.20364 196.609 132.2268 5.74639 147.5243 23.8179 28.3422 2.27408 37.0627 9.9018 8.828339999999999 62.49326 6.50725 11.37724 1.296766 263.69042 251.57091 3.98774 8.16385 35.4803 9.80825 10.88687 3.10202 18.6474 255.41 1.23866 10.928 65.57826999999999 38.72167 7.998989999999999 275.93037000000004 22.32957 40.8196 13.20849 28.4763 4.04332 16.83265 13.562904 9.27508 132.017 1.79847 3.773 53.7097 2.43174 201.0631 51.9724 21.85257 461.6791 14.84849 2.72496 1.56902 82.34776 0.90512 3.3147300000000004 417.5862 7.660019999999999 0.66962 52.7656 19.4495 267.1085 16.53904
x13MCx2331 17.04299 1.36511 437.0176 76.8077 6.0223 11.35352 23.4828 2.0535810000000003 8.908710000000001 16.6186 3.13629 2.06747 0.4099350000000001 537.0534 3.05415 6.8455699999999995 22.98038 220.8488 3.095176 4.71703 20.2973 132.3718 10.56958 149.2791 19.287 3.221 1.4718440000000002 38.568000000000005 5.94187 11.22647 88.99565 9.21767 13.9838 1.305168 270.03957 254.7468 6.9959 4.156680000000001 30.3499 10.70058 7.902 2.48512 17.3667 251.69099999999997 1.33075 2.58301 109.32594 40.44169 7.453180000000001 262.7759 28.5133 5.81995 46.13308 18.06307 3.06413 1.16301 1.975348 7.61521 139.21200000000002 0.49645 3.26932 79.3923 1.2558 180.421 15.4327 4.62809 751.918 20.2462 2.29885 0.745751 12.70697 0.77952 3.59774 423.6607 4.9472 0.56603 56.7398 1.60964 64.5952 18.44394
x10MCx2332 13.77859 1.27674 516.7033 50.986999999999995 3.0149 6.10861 26.7117 2.281581 7.96271 20.2869 3.77835 0.969903 0.86306 646.4722 3.6226 6.54408 106.47993999999998 257.997 11.12185 2.13552 28.92666 157.97299999999998 7.90413 177.5233 18.3601 2.51488 0.8809520000000001 44.2189 6.618060000000001 9.49471 79.20088 4.27604 10.45776 1.65136 213.123 308.8334 6.09149 4.77526 25.4698 11.16144 6.9553199999999995 2.61892 21.0278 299.835 1.60654 2.16583 128.73121 30.10339 6.55743 334.1843 31.4975 9.11414 43.87313 17.20532 2.34317 0.969269 13.95573 8.1925 168.40400000000002 0.5338970000000001 1.1739700000000002 69.9411 2.75028 156.3579 11.2549 2.6886 912.3588 20.89714 0.934289 1.24585 32.906929999999996 0.94008 4.2447 509.2598 3.51018 0.49593999999999994 66.375 2.05195 80.5243 8.69936
x20MCx2465 18.13782 2.09484 379.9957 171.94400000000002 4.71595 4.89055 18.8618 3.581607 5.9595 14.7832 9.63313 1.172569 1.01203 424.1926 2.15873 6.25764 229.22016 200.2502 24.69619 1.66717 112.4068 116.5164 9.87224 138.1561 16.6989 4.79126 1.65132 35.6407 10.9942 10.8624 68.19925 7.407789999999999 11.49788 1.85706 239.61254 205.5075 8.10732 4.12827 20.6539 9.20082 5.3099 1.61474 15.55449 209.331 1.209 3.10574 160.2036 8.507903 4.66589 208.92235 19.17945 19.42031 35.93704 13.892870000000002 3.37463 1.866149 32.6337 6.86177 127.784 0.8260299999999999 3.42993 61.0752 1.09078 119.6779 22.5015 4.88875 1086.0908 14.63181 1.4506 1.16947 43.41098 1.0568879999999998 3.0618 340.848 3.90091 0.50761 50.6834 3.07592 132.9522 14.56256
x14MCx1583 23.5619 2.40021 550.9856 215.174 4.28233 8.85863 29.3053 2.5062160000000002 10.37787 21.096 2.41102 1.7129299999999998 0.79994 652.2272 3.68809 5.27738 39.342490000000005 277.655 4.2162690000000005 3.16945 35.0646 160.6763 11.15364 186.4643 18.9462 4.83174 1.72689 48.5733 5.36217 14.09038 92.933 8.69256 11.94858 1.191096 248.38563 311.6402 8.835 3.90709 24.9912 12.4014 9.88869 3.4511 20.4386 304.183 2.3542099999999997 3.63028 178.61796 36.26937 9.11944 319.46689 26.6558 18.1801 13.2841 20.35646 2.3569 1.228661 3.77964 8.78503 176.93599999999998 0.48217 2.26942 80.7503 1.45955 152.38299999999998 21.3494 4.86876 1215.9155 22.2582 3.80702 1.002657 23.50216 1.04026 3.75069 511.4393 3.78876 0.396505 72.135 3.59029 108.9138 13.58766
x20MCx2299 11.74984 2.07131 460.4086 105.7874 3.50316 7.49547 25.8882 2.592046 10.9089 21.5167 1.856762 1.77588 0.6205390000000001 604.2997 2.88002 7.00965 17.93908 243.24400000000003 2.854428 2.14006 11.38692 149.2099 9.3611 161.3928 23.1292 4.7053400000000005 1.075482 42.3577 7.9192 8.35445 69.17524 4.76659 11.23048 1.76502 207.81616 280.3559 7.01567 4.589090000000001 40.5352 11.96276 4.15754 2.41513 19.7438 280.291 1.17882 2.40958 169.89252 23.37841 10.68888 302.14673 25.03634 12.67153 26.828059999999997 13.87119 2.7883400000000003 1.95067 1.865121 9.35211 155.346 1.03434 1.827 59.6619 2.00547 226.7566 16.3222 3.9348 1163.5568 15.48678 0.7388600000000001 1.116038 5.8623330000000005 0.815749 3.91845 464.3167 3.803819999999999 0.68701 57.2959 2.89269 55.7888 10.04513
x10MCx1225 14.16319 2.00663 481.2445 45.2595 5.1887 8.85737 25.3261 2.269524 11.3243 19.4377 2.230457 1.458724 0.8733299999999999 592.8584 3.5255300000000003 9.69275 20.95165 245.557 2.259465 3.36256 14.76841 150.0284 8.619110000000001 164.2706 19.7399 2.46251 1.3996 43.3113 3.96563 8.82404 115.2054 7.273160000000001 15.09959 1.400843 268.16161 285.2522 6.94298 6.41176 32.9978 11.362 5.40308 2.31146 20.4665 280.403 1.77572 2.51669 151.40465 31.77315 10.52115 294.27695 47.7135 16.873929999999998 35.906459999999996 16.469089999999998 2.9371400000000003 0.938833 2.432097 8.628 155.774 0.78814 2.42427 97.308 1.04046 192.3361 21.5288 2.458304 1027.462 32.155 0.787423 0.96963 9.33589 1.16204 5.5236 478.5829 4.734 0.350918 63.5871 2.4516 59.3798 13.8216
x12MCx2291 22.8077 2.4313700000000003 459.4934 92.3274 5.6428 7.598739999999999 23.3235 2.28458 11.178126 18.4611 2.458689 1.77846 1.05098 561.7572 3.64638 3.86235 16.87327 236.311 2.733191 5.1355 17.89549 142.276 16.9185 155.0801 38.1177 2.73144 3.93365 42.358999999999995 3.5229699999999995 15.6484 101.1906 12.04988 14.299120000000002 0.908566 204.48441 268.1357 12.2978 5.109030000000001 26.4436 10.78202 2.08675 1.130533 22.3546 264.687 1.26839 3.92784 80.83456 22.95642 11.48905 280.09232000000003 36.8653 22.44076 7.48557 30.2577 4.23051 2.68594 2.126002 7.53567 152.16899999999998 0.91335 5.72886 86.1014 1.77085 182.8387 25.215 4.54571 534.9405 27.748509999999996 0.845517 1.11411 26.417209000000003 2.13482 4.002190000000001 446.6471 2.8547700000000003 0.399069 61.2542 1.83162 156.9763 20.26898
